Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background,Original Media Link,,,,,,,
2018,4,11,,,,,,11 April 2018,Aliyev wins fourth presidential term,"Ilham Aliyev won fourth presidential term. The OSCE election observation mission's preliminary assessment noted several shortcomings including restrictive political environment, limits on fundamental freedoms, and lack of genuine competition.",https://icg-prod.s3.amazonaws.com/NKVE_2018_APR_11.jpg,Wiki Commons,,https://icg-prod.s3.amazonaws.com/NKVE_2018_APR_11.jpg,,,#003e51,,,,,,,,
2018,4,15,,2018,5,8,,April-May 2018,Velvet Revolution topples Sargsyan,"President Serzh Sargsyan resigned amid the largest protests in post-independence Armenia’s history, saying “(MP Nikol) Pashinyan was right; I got it wrong”. Following Sargsyan’s bid for premiership, Pashinyan led protests that peaked with over 100,000 taking to Yerevan’s main square on 22 April. On 26 April, Pashinyan was nominated by the opposition Yelk alliance to stand for interim prime minister in the May elections.",https://icg-prod.s3.amazonaws.com/NKVE_2018_Apr-May.jpg,Wiki Commons,,https://icg-prod.s3.amazonaws.com/NKVE_2018_Apr-May.jpg,,,#003e51,,,,,,,,
2018,4,26,,,,,,26 April 2018,Armenian FM and Lavrov meet amid NK tensions,Armenia's acting Foreign Minister Edward Nalbandian met with the Russian Foreign Minister Sergey Lavrov amid fears of increased Azerbaijani military presence in the Nagorno-Karabakh conflict zone. The OSCE Minsk Group Co-Chairs called for restraint in the conflict zone in a special statement.,,,,,,,#003e51,,,,,,,,
2018,5,8,,,,,,8 May 2018,Pashinyan elected Armenian PM,Protest leader Nikol Pashinyan was elected Armenia’s prime minister.,,,,,,,#003e51,,,,,,,,
2018,5,9,,,,,,9 May 2018,"After election, Pashinyan travels to NK",Prime Minister Nikol Pashinyan says he will not allow Nagorno-Karabakh to become a political tool of former leader Serzh Sargsyan.,,,,,,,#003e51,,,,,,,,
2018,5,14,,,,,,14 May 2018,Pashinyan meets Putin,Russian President Vladimir Putin and newly-elected Prime Minister Nikol Pashinyan held a private meeting in Sochi during the Eurasian Supreme Council’s regular session.,,,,,,,#003e51,,,,,,,,
2018,5,15,,,,,,15 May 2018,Co-Chairs meet Azerbaijani FM,"The Minsk Group Co-Chairs issued a statement saying they ""discussed modalities for moving the peace process forward"".",,,,,,,#003e51,,,,,,,,
2018,5,27,,,,,,27 May 2018,Armenian PM's son deployed with army to NK,Prime Minister Nikol Pashinyan announced that his son was enlisted in the army and deployed to Nagorno-Karabakh for mandatory military service.,,,,,,,#003e51,,,,,,,,
2018,5,29,,,,,,29 May 2018,EUSR meets Pashinyan,Prime Minister Nikol Pashinyan met the EU Special Representative for the South Caucasus Toivo Klaar. Pashinyan said Armenia stays committed to a peaceful settlement in the OSCE Minsk Group format. He stressed the need for involving Nagorno-Karabakh’s civil society in confidence-building measures to build a constructive atmosphere during the negotiations.,,,,,,,#003e51,,,,,,,,
2018,6,1,,2018,6,4,,1-4 June 2018,Pashinyan calms NK protests,Prime Minister Pashinyan convinced protesters to end demonstrations after an incident between security personnel and locals provoked a standoff in central Stepanakert. The head of the National Security Service and local police chief resigned as a result of the incident. De facto leader Bako Sahakyan announced he would not seek re-election.,,,,,,,#003e51,,,,,,,,
2018,6,11,,,,,,11 June 2018,Azerbaijan displays long-range missiles,"Azerbaijan displayed its new long-range missiles purchased from Belarus and Israel. Both have ranges of over 300km, and can strike Armenia’s main urban areas, including Yerevan.",https://icg-prod.s3.amazonaws.com/NKVE_2018_JUN_11.jpg,Office to the President of Azerbaijan,,https://icg-prod.s3.amazonaws.com/NKVE_2018_JUN_11.jpg,,,#003e51,,,,,,,,
2018,6,12,,2018,6,14,,12-14 June 2018,Co-Chairs visit Yerevan,The Minsk Group Co-Chairs called for a meeting of foreign ministers in the near future after their first meeting with the new Armenian leadership.,,,,,,,#003e51,,,,,,,,
2018,6,13,,,,,,13 June 2018,Putin meets Armenian and Azerbaijani leaders,"Azerbaijani and Armenian leaders arrived to Moscow for the opening ceremony of the 2018 FIFA World Cup. They had separate meetings with Russian President Vladimir Putin, who later informally introduced them to each other.",,,,,,,#003e51,,,,,,,,
2018,6,22,,,,,,22 June 2018,"Armenian FM calls for halt to ""war mongering""","Foreign Minister Zohrab Mnatsakanyan said that status and security would remain a priority for Armenia and called for the creation of a climate conducive to peace at a meeting of Eastern Partnership countries’ foreign ministers. ""[W]ar mongering and the hate rhetoric, denial of genuine people to people contacts should be firmly rejected"", he said.",,,,,,,#003e51,,,,,,,,
2018,6,26,,,,,,26 June 2018,Azerbaijan claims to control new territory in Nakhchivan,"President Ilham Aliyev declared at a military parade that the Azerbaijani army took control of several heights along Nakhchivan's border with Armenia to hold greater sway over 11,000 more hectares of adjacent ground.",,,,,,,#003e51,,,,,,,,
2018,7,8,,,,,,8 July 2018,Aliyev warns Pashinyan not to repeat past mistakes,"President Ilham Aliyev credits his tough stand in relations with Armenia and the April 2016 escalation for the change in leadership there. ""I do hope that the new government of Armenia does not repeat the mistakes of the criminal regime, takes a constructive position on the conflict, the conflict is resolved soon and the territorial integrity of our country is restored"", Aliyev said. ",,,,,,,#003e51,,,,,,,,
2018,7,11,,,,,,11 July 2018,Both sides FMs hold talks,"Armenia and Azerbaijan's foreign ministers ""exchanged views regarding the situation on the ground and discussed next steps and parameters for re-engaging in substantive negotiations"", according to an OSCE Minsk Group statement. ""The sides considered several issues for future meetings, including a range of possible confidence-building measures"".",,,,,,,#003e51,,,,,,,,
2018,7,28,,,,,,28 July 2018,Armenia's former president arrested,"Armenia's second president and a former Nagorno-Karabakh leader, Robert Kocharyan, was detained in connection to the 1 March 2008 violent dispersal of street protests. ",https://icg-prod.s3.amazonaws.com/NKVE_2018_July_28.jpg,Wiki Commons,,https://icg-prod.s3.amazonaws.com/NKVE_2018_July_28.jpg,,,#003e51,,,,,,,,
2018,8,13,,,,,,13 August 2018,Azerbaijan releases opposition leader from jail,"Azerbaijan released Ilgar Mammadov, leader of ReAl (Republican Alternative) party and Azerbaijan’s most prominent political prisoner, and commuted his jail time to a two-year probationary period. Mammadov was jailed for seven years in 2013 on charges of organising riots in a case he alleged was politically motivated. Rights groups and Western governments have urged Azerbaijani authorities for years to release Mammadov as well as other political prisoners.",,,,,,,#003e51,,,,,,,,
2018,8,17,,,,,,17 August 2018,Pashinyan calls for peaceful resolution to NK conflict,"Prime Minister Nikol Pashinyan called for a peaceful resolution of the Nagorno-Karabakh conflict and demanded the return of the de facto authorities to the negotiation table. ""Should the talks result in a settlement that I would personally consider to be a good option, let no one think that I will sign any confidential paper or take any secret action"", Pashinyan said. ""If I see that there is an option that needs discussing, I will come to you and give you the details of it, after which you will decide whether to accept the settlement or not"".",,,,,,,#003e51,,,,,,,,
2018,8,23,,,,,,23 August 2018,Armenia deploys police to border,Armenian Prime Minister Nikol Pashinyan attended a ceremony for the first deployment of a large group of interior troops to patrol the border with the army.,,,,,,,#003e51,,,,,,,,
2018,8,24,,2018,8,25,,24-25 August 2018,Merkel visits Yerevan and Baku,"Angela Merkel met the leaders of the two countries and declared her readiness to support the Nagorno-Karabakh peace process during a visit to the region. ""We have talked about the possibility of resolving the standoff, but it must be resolved in such an atmosphere where all parties are prepared to do so"", she said, adding, ""Germany is ready to assume political responsibility here"".",,,,,,,#003e51,,,,,,,,
2018,9,16,,,,,,16 September 2018,Aliyev's son drafted,"Heydar Aliyev, the son of Azerbaijani President Ilham Aliyev, was drafted into the country’s army.  ",,,,,,,#003e51,,,,,,,,
2018,9,26,,,,,,26 September 2018,Both sides FMs meet in New York,"Azerbaijan and Armenia's foreign ministers confirmed the importance of taking measures to intensify the negotiation process and to reduce tensions, according to the Co-Chairs of the OSCE Minsk Group.",,,,,,,#003e51,,,,,,,,
2018,9,26,,,,,,26 September 2018,Azerbaijani FM accuses Armenia of thwarting peace process,"Azerbaijani Foreign Minister Elmar Mammadyarov accused the new Armenian leadership of stalling the peace process by ""making contradictory and irresponsible statements"". Speaking at the Ministerial Meeting of the Non-Aligned Movement in New York, he said: ""such a provocative approach will definitely not serve for the positive developments in the negotiation process and will only worsen the already fragile situation on the ground"".",,,,,,,#003e51,,,,,,,,
2018,9,27,,,,,,27 September 2018,Putin visits Baku,"Russian President Vladimir Putin held a bilateral meeting with the Azerbaijani leader Ilham Aliyev and participated in the 9th Russia-Azerbaijan Interregional Forum dedicated to trade, economy and humanitarian issues.",,,,,,,#003e51,,,,,,,,
2018,9,28,,,,,,28 September 2018,Armenian and Azerbaijani leaders agree to new communication channel,"Armenian Prime Minister Nikol Pashinyan and Azerbijani President Ilham Aliyev vowed to establish direct communication links following an informal meeting on the sidelines of the regular session of the Commonwealth of Independent States (CIS) Council of Heads of State in Dushanbe, Tajikistan.",,,,,,,#003e51,,,,,,,,
2018,10,7,,2018,10,12,,7 October 2018,Francophonie summit held in Yerevan ,The leaders of France and Canada join the seventeeth French-language Francophonie Summit in Armenia's capital.,,,,,,,#003e51,,,,,,,,
2018,10,15,,,,,,15 October 2018,"Azerbaijani FM hails ""positive impulse"" after talks with Armenian counterpart","Azerbaijani Foreign Minister Elmar Mammadyarov made a complimentary statement about his recent meetings with the Armenian Foreign Minister and interactions between the Armenian and Azerbaijani leaders at the Eastern Partnership meeting. ""What it was heard behind closed doors gives us a positive impulse on opportunity for moving forward"", Mammadyarov said. ""After the upcoming elections in Armenia it will be more clear whether Armenia is ready for peace and stability, which firstly means withdrawal of their troops from the Azerbaijan’s lands"". ",,,,,,,#003e51,,,,,,,,
2018,10,24,,2018,10,26,,24-26 October 2018,Bolton tours the region,Former U.S. national security advisor John Bolton reassured Armenian and Azerbaijani leaders of Washington's commitment to the peaceful resolution of the Nagorno-Karabakh conflict. He also proposed U.S. arms sales to balance Russian ones to the region.,,,,,,,#003e51,,,,,,,,
2018,10,29,,2018,11,2,,29 October-2 November 2018,Co-Chairs visit the region,"The Co-Chairs joined the OSCE ceasefire monitoring mission along the Line of Contact near Agdam in addition to meetings in Baku, Yerevan and Stepanakert.",,,,,,,#003e51,,,,,,,,
2018,11,2,,,,,,2 November 2018,Lavrov against including NK in peace talks,"Foreign Minister Sergey Lavrov renounced Armenia's proposal to include Nagorno-Karabakh's de facto representatives in negotiations during a press conference with OSCE Secretary General Thomas Greminger. ""Changing the negotiations format requires the consent of both sides, which at this moment doesn’t exist”, Lavrov said.",,,,,,,#003e51,,,,,,,,
2018,11,15,,2018,11,24,,15-24 November 2018,"De facto NK leader tours France, U.S. and Russia","The de facto President Bako Sahakyan held meetings with representatives of the Armenian diaspora, entrepreneurs and philanthropists to discuss issues on the implementation of various programs in Nagorno-Karabakh. Azerbaijan criticised France, the U.S. and Russia for allowing entrance to the de facto senior official.   ",,,,,,,#003e51,,,,,,,,
2018,12,6,,,,,,6 December 2018,FMs meet in Milan,Azerbaijan's Foreign Minister Elmar Mammadyarov and Armenia's Acting Foreign Minister Zohrab Mnatsakanyan agreed to meet again in early 2019 to facilitate high-level talks. OSCE Minsk Group Co-Chairs urged the sides to prepare their populations for peace.,,,,,,,#003e51,,,,,,,,
2018,12,9,,,,,,9 December 2018,Armenian PM's party wins snap poll,Armenian Prime Minister Nikol Pashinyan’s My Step alliance received more than 70 per cent of votes (88 out of 132 seats). Former ruling Republican party and Dashnaktsutyun's party did not pass the 5 per cent threshold to enter parliament. The Prosperous Armenia party won 26 seats and Bright Armenia 18.,,,,,,,#003e51,,,,,,,,
2018,12,14,,,,,,14 December 2018,De facto NK leader replaces defence minister,De facto Nagorno-Karabakh President Bako Sahakyan replaced lieutenant-general Levon Mnatsakanyan with major-general Karen Abrahamyan.,,,,,,,#003e51,,,,,,,,
2018,12,14,,,,,,14 December 2018,Azerbaijani border guards replace army in Gazakh and Agstafa,President Ilham Aliyev instructed the State Border Service to take over combat posts on the state border with Armenia in the Gazakh and Agstafa regions.,,,,,,,#003e51,,,,,,,,
2018,12,27,,,,,,27 December 2018,Pashinyan meets Putin,"Armenian Prime Minister Nikol Pashinyan met Russian President Vladimir Putin in Moscow to discuss Armenia's 2019 presidency in the Eurasian Economic Union. ""The protocol team told me I was one of the most frequently visiting foreign leaders to the Russian Federation or rather I was in the top three"", Pashinyan quipped ahead of the meeting. ""I am sure this underlines the context of our special strategic relationship"".",,,,,,,#003e51,,,,,,,,
2019,1,11,,,,,,11 January 2019,Aliyev opposes NK participation in peace talks,Azerbaijani President Ilham Aliyev ruled out the possibility that adjustments to the structure of peace talks might allow for participation of de facto Nagorno-Karabakh representatives. ,,,,,,,#003e51,,,,,,,,
2019,1,16,,,,,,16 January 2019,"FMs agree to ""ready their people for peace""","Both sides' foreign ministers agreed to take ""concrete measures to prepare their populations for peace"" and expressed their readiness to prepare for the first official meeting of their leaders, according to the press statement by the OSCE Minsk Group Co-Chairs.",https://icg-prod.s3.amazonaws.com/NKVE_2019_Jan_16(1).jpeg,Foreign Ministry of Armenia,,https://icg-prod.s3.amazonaws.com/NKVE_2019_Jan_16(1).jpeg,,,#003e51,,,,,,,,
2019,1,22,,,,,,22 January 2019,Aliyev and Pashinyan meet in Davos,Armenian Prime Minister Nikol Pashinyan and Azerbijani President Ilham Aliyev met to discuss the current state of the negotiation process. ,,,,,,,#003e51,,,,,,,,
2019,2,1,,,,,,1 February 2019,Pashinyan: I cannot negotiate on behalf of NK,"During a visit to Germany, Armenian Prime Minister Nikol Pashinyan reminded the public that he cannot negotiate on behalf of Nagorno-Karabakh because “they did not participate in Armenia’s elections” and “they did not give me their vote of confidence”. ",,,,,,,#003e51,,,,,,,,
2019,2,2,,,,,,2 February 2019,De facto NK releases Azerbaijani detainee,Azerbaijani soldier Elnur Elman Oglu Huseynzade was released from detention by the de facto authorities in Nagorno-Karabakh after being sentenced to two years in prison for crossing the Line of Contact in 2017.,,,,,,,#003e51,,,,,,,,
2019,2,8,,,,,,8 February 2019,Armenian medics and demining experts join Russia-led mission in Syria,"The Armenian Defence Ministry sent 83 personnel including demining experts and medics to support ongoing humanitarian operations in and around Aleppo. The U.S. criticised the Armenian deployment, expressing its zero tolerance for engagement with the Syrian military. Russian Defence Minister Sergey Shoygu expressed “appreciation” to his Armenian counterpart in Moscow. ",,,,,,,#003e51,,,,,,,,
2019,2,12,,,,,,12 February 2019,Azerbaijani President promises reforms,"In a rare televised interview, President Ilham Aliyev announced a new roadmap of reforms aimed at improving socio-economic conditions in line with recent governmental attempts to shrink the state apparatus and promote social benefits.",,,,,,,#003e51,,,,,,,,
2019,2,20,,2019,2,21,,21 February 2019,Co-Chairs meet with leaders,OSCE Minsk Group Co-Chairs met with Azerbaijani and Armenian leaders in Baku and Yerevan to discuss possible points of focus for their upcoming summit. OSCE officials lauded the decrease in casualities along the Line of Contact and encouraged future engagement between the leaders.,,,,,,,#003e51,,,,,,,,
2019,2,26,,,,,,26 February 2019,Aliyev leads march to commemorate Khojaly victims,"Led by Azerbaijani President Aliyev, hundreds gathered in Baku to commemorate victims of the 1992 Khojaly tragedy, in which over 600 people were killed.",,,,,,,#003e51,,,,,,,,
2019,2,27,,,,,,27 February 2019,Armenian security chief supports new settlements in NK,"During a visit to the Nagorno-Karabakh conflict zone, the head of Armenia’s National Security Service Artur Vanetsyan endorsed local calls for the continued development of Armenian settlements in Nagorno-Karabakh and its adjacent territories.",,,,,,,#003e51,,,,,,,,
2019,2,27,,,,,,27 February 2019,Pashinyan says Azerbaijan must be first to compromise,"During a visit to Iran, Armenian Prime Minister Nikol Pashinyan said it was up to Azerbaijan to first announce comprmises. ""We will not answer that question until Azerbaijan has answered it clearly"", he said. ""Azerbaijan should first answer that question because Azerbaijan undermines the peace process on a daily basis by threatening us with war"". ",,,,,,,#003e51,,,,,,,,
2019,3,9,,,,,,9 March 2019,Co-Chairs rebuke Baku and Yerevan,"The OSCE Minsk Group Co-Chairs called on Yerevan and Baku to cease ""demanding unilateral changes to the format without agreement of the other party, or indicating readiness to renew active hostilities"". They gave a list of the main principles and elements publicly known as the Madrid Document that ""must be the foundation of any fair and lasting settlement to the conflict and should be conceived as an integrated whole"".",,,,,,,#003e51,,,,,,,,
2019,3,11,,,,,,11 March 2019,Armenian PM says framework for NK talks lack clarity,"At a joint Security Council meeting with the de facto authorities, Armenian Prime Minister Nikol Pashinyan said there was still a need to clarify details of some of the elements of the Madrid Document. ",,,,,,,#003e51,,,,,,,,
2019,3,12,,,,,,12 March 2019,Russian MFA warns citizens of Armenian origin against travel to Azerbaijan,"After weeks of debates with Azerbaijan, the Russian Foreign Ministry issued an official travel warning to its citizens ""who have direct or indirect signs of being Armenian"" against travel to Baku.",,,,,,,#003e51,,,,,,,,
2019,3,16,,,,,,16 March 2019,Aliyev pardons 400 prisoners,"Azerbaijani President Ilham Aliyev releases some 400 prisoners, including 51 political prisoners, from jail in a mass pardon ahead of Novruz new year holiday. Former Health Minister Ali Insanov, and opposition politicians Gozel Bayramli and Fuad Qahramanli were among those freed. Insanov was a high-ranking member of the ruling New Azerbaijan Party and seen as a possible rival of Aliyev. He was arrested in 2005 on suspicion of planning a coup attempt.",,,,,,,#003e51,,,,,,,,
2019,3,29,,,,,,29 March 2019,Pashinyan and Aliyev hold first official talks in Vienna,"At their first official meeting, Armenian Prime Minister Nikol Pashinyan and Azerbaijani President Ilham Aliyev ""recommitted to strengthening the ceasefire and improving the mechanism for direct communication"". ",https://icg-prod.s3.amazonaws.com/NKVE_2019_Mar_29(1).jpg,Office to the Prime Minister of Armenia,,https://icg-prod.s3.amazonaws.com/NKVE_2019_Mar_29(1).jpg,,,#003e51,,,,,,,,
2019,3,30,,,,,,30 March 2019,"If attacked, Armenian defence minister warns army will take new territories","During his visit to the U.S., Defence Minister Davit Tonoyan said returning territories to secure peace was no longer a viable option. ""I have re-formulated it into 'new territories in the event of a new war'”, he said. In response, the Azerbaijani Ministry of Foreign Affairs (MFA) said the Azerbaijani army was strong enough to take over Nagorno-Karabakh.",,,,,,,#003e51,,,,,,,,
2019,4,5,,,,,,5 April 2019,Azerbaijani and Russian FMs meet,Elmar Mammadyarov and Sergey Lavrov met and reaffirmed their committement relations on the sidelines of the CIS Foreign Ministers’ Council in Moscow.,,,,,,,#003e51,,,,,,,,
2019,4,11,,,,,,11 April 2019,"Pashinyan urges more contacts to ready people for ""peace not war""","Speaking at the Parliamentary Assembly of the Council of Europe, Armenian Prime Minister Nikol Pashinyan called for greater dialogue between societies, ""so that we will prepare our populations to peace but not to war"".",,,,,,,#003e51,,,,,,,,
2019,4,15,,,,,,15 April 2019,FMs agree new trust-building steps in Moscow,"After meeting Russian Minister Sergey Lavrov, Azerbaijan and Aermnia's foreign ministers reaffirmed their interest in further stabilising the situation in the conflict zone, in particular during agricultural activities. They also agreed to two trust-building measures: allowing families to have access to their relatives held in custody in the respective detention centers of the parties; and mutual visits of media representatives.",,,,,,,#003e51,,,,,,,,
2019,5,14,,,,,,14 May 2019,Aliyev and Pashinyan meet briefly in Brussels,Armenian Prime Minister Nikol Pashinyan and Azerbaijani President Ilham Aliyev had an informal meeting to discuss recent incidents in the conflict zone. ,,,,,,,#003e51,,,,,,,,
2019,5,20,,,,,,20 May 2019,Pashinyan accused former ruling cadre of sewing discord,"In June 2018, Armenia's second president Robert Kocharyan went on trial on charges linked to the violent break-up of street protests. The current and former de facto leaders of Nagorno-Karabakh asked for him to be released on bail, offering to act as his guarantors. Prime Minister Nikol Pashinyan accused Kocharyan and his political allies of spreading conspiracies and stirring tensions in Nagorno-Karabakh.",,,,,,,#003e51,,,,,,,,
2019,5,27,,2019,5,30,,27 May 2019,Co-Chairs tour the region,"The OSCE Minsk Group Co-Chairs visited Yerevan, Stepanakert and Baku to follow up on the discussions by the Armenian and Azerbaijani leaders and their foreign ministers. ",,,,,,,#003e51,,,,,,,,
2019,5,29,,,,,,29 May 2019,Footballer Mkhitaryan refuses to travel to Baku for game,"Ethnic Armenian football player of Arsenal Henrikh Mkhitaryan refused to travel to Azerbaijan for the Europa League final, citing security concerns. Azerbaijan argued it provided all relevant safety guarantees. ",,,,,,,#003e51,,,,,,,,
2019,6,1,,2019,6,9,,1-9 June 2019,NK hosts COINFA Europe Football Cup,"Nagorno-Karabakh hosted the European Football Cup organised by the Confederation of Independent Football Associations (CONIFA), that brings together teams from non-recognised or partially-recognised entities in Europe and other parts of the world. ",,,,,,,#003e51,,,,,,,,
2019,6,20,,,,,,20 June 2019,FMs meet in Washington,Armenia and Azerbaijan's foreign ministers discussed humanitarian and security measures agreed in April.,,,,,,,#003e51,,,,,,,,
2019,6,28,,,,,,28 June 2019,Armenia and Azerbaijan swap prisoners,"Yerevan and Baku released one detainee each, who were transferred home with support from the International Committee of the Red Cross.   ",,,,,,,#003e51,,,,,,,,
2019,7,8,,,,,,8 July 2019,Mnatsakanyan meets Lavrov,Russian Foreign Minsiter Sergey Lavrov met his Armenian counterpart on the sidelines of the OSCE Informal Ministerial meeting.,,,,,,,#003e51,,,,,,,,
2019,7,9,,2019,7,10,,9-10 July 2019,Tusk visits Armenia and Azerbaijan,European Council President Donald Tusk met leaders of Azerbaijan and Azerbaijan on a visit to the region.,,,,,,,#003e51,,,,,,,,
2019,8,5,,,,,,5 August 2019,"Pashinyan: ""NK is Armenia, period""","Speaking in Nagorno-Karabakh's de facto capital Stepanakert, Armenian Prime Minister Nikol Pashinyan said: ""Artsakh [Nagorno-Karabakh] is Armenia, period"", promising that results of his planned reforms would also improve the life of people living in the breakaway region. Azerbaijan called the speech “aggressive” and a “major blow” to negotiations.",https://icg-prod.s3.amazonaws.com/NKVE_2019_Aug_5(1).jpg,Office to the Prime Minister of Armenia,,https://icg-prod.s3.amazonaws.com/NKVE_2019_Aug_5(1).jpg,,,#003e51,,,,,,,,
2019,8,17,,,,,,17 August 2019,Armenia and Russia agree to deepend military cooperation,"Armenia and Russia's defence ministers agreed to deepen military cooperation, without providing further details. ",,,,,,,#003e51,,,,,,,,
2019,9,6,,,,,,6 September 2019,NK holds local elections,"De facto Nagorno-Karabakh held local elections for the heads of eight main regional centres and their councils. Turnout was reported at 65 per cent. Armenian Prime Minister Nikol Pashinyan praised the vote as “free, fair and competitive”. The Azerbaijani Foreign Ministry denounced the election, while the OSCE Minsk Group Co-Chairs told Azerbaijani media the results did not affect the legal status of Nagorno-Karabakh nor the outcome of the negotiations.",,,,,,,#003e51,,,,,,,,
2019,9,17,,,,,,17 September 2019,Azerbaijan says not looking to join Russia-led CSTO,The head of Azerbaijan's Foreign Affairs Department Hikmat Hajiyev denied Baku was seeking to join the Russia-led Collective Security Treaty Organisation (CSTO) in any form. ,,,,,,,#003e51,,,,,,,,
2019,9,25,,,,,,25 September 2019,"FMs meet, Co-Chairs hail their efforts at calming tensions  ","After a meeting of Armenia and Azerbaijan's foreign ministers, the OSCE Minsk Group Co-Chairs noted the positive effects of both sides' efforts to minimise violence over the summer period.",,,,,,,#003e51,,,,,,,,
2019,10,1,,,,,,1 October 2019,Putin visits Yerevan,"In his first visit to Armenia since the 2018 Velvet Revolution, Russian President Vladimir Putin attended the Eurasian Economic Council meeting.",,,,,,,#003e51,,,,,,,,
2019,10,2,,,,,,2 October 2019,Lavrov condemns Pashinyan's comments on NK,"Russian Foreign Minister Sergey Lavrov condemns Pashinyan's statement that ""Karabakh is Armenia"". He compared it with the Albanian Prime Minister Edi Rama's controversial comment that ""Kosovo is Albania"".",,,,,,,#003e51,,,,,,,,
2019,10,3,,,,,,3 October 2019,"Aliyev: ""NK is Azerbaijan, exclamation mark""","Responding to Armenian Prime Minister Pashinyan's August speech, Azerbaijani President Ilham Aliyev said “Karabakh is Azerbaijan, exclamation mark"". ",https://icg-prod.s3.amazonaws.com/NKVE_2019_OCT_3.jpg,Office to the President of Azerbaijan,,https://icg-prod.s3.amazonaws.com/NKVE_2019_OCT_3.jpg,,,#003e51,,,,,,,,
2019,10,11,,,,,,11 October 2019,Pashinyan and Aliyev discuss NK,"For about two hours, the Armenian Prime Minister and Azerbaijani President discussed the Nagorno-Karabakh settlement prospects.  ",,,,,,,#003e51,,,,,,,,
2019,10,14,,2019,10,17,,14-17 October 2019,Co-Chairs visit the region,The OSCE Minsk Group Co-Chairs met with Armenian and Azerbaijani leaders to hear their ideas on how to advance the settlement process. ,,,,,,,#003e51,,,,,,,,
2019,10,21,,,,,,21 October 2019,"Senior Azerbaijani official Mehdiyev resigns, after decades in power","The influential head of Azerbaijani President Ilham Aliyev's administration, Ramiz Mehdiyev, resigned three decades after being appointed by Aliyev's father.",,,,,,,#003e51,,,,,,,,
2019,11,18,,2019,11,21,,18-21 November 2019,Armenian and Azerbaijani reporters trade visits,"Three reporters from Baku, two from Yerevan and one from Stepanakert visited each other's capitals in the first such exchange in over 15 years following an agreement by both sides' presidents. They met with other journalists, experts and displaced people but not with officials. The three Azerbaijani reporters also visited Nagorno-Karabakh. ",,,,,,,#003e51,,,,,,,,
2019,11,10,,2019,12,2,,10 November-3 December 2019,Lavrov calls for more contacts between sides,"Russian Foreign Minister Sergey Lavrov said on a visit to Yerevan that settlements had to take into consideration interests of the people currently living in Nagorno-Karabakh and called for resumed contacts between conflict-affected people on a visit to Baku. Lavrov added that Russia supported continued humanitarian projects, similar to the recent exchange of journalists.  ",,,,,,,#003e51,,,,,,,,
2019,12,4,,,,,,4 December 2019,Armenia's ex-president faces criminal charges,Former Armenian President Serzh Sargsyan was charged with fraud and abuse of office in a case he dismissed as politically motivated. ,,,,,,,#003e51,,,,,,,,
2019,12,4,,,,,,4 December 2019,FMs discuss next steps ,"Armenia and Azerbaijan's foreign ministers met on the margins of the OSCE Annual Ministerial Conference in Bratislava. In a joint statement, the OSCE Minsk Group Co-Chairs called for ""good faith substantive negotiations"" and ""additional concrete humanitarian and security measures"". Specifically, they urged both sides to move ahead on a 2014 agreement to assist the International Committee of the Red Cross in sharing data on missing persons and a 2016 agreement to expand the Office of the Personal Representative of the OSCE Chairman-in-Office's monitoring mission.",https://icg-prod.s3.amazonaws.com/NKVE_2019_Dec_4(1).jpg,Foreign Ministry of Armenia,,https://icg-prod.s3.amazonaws.com/NKVE_2019_Dec_4(1).jpg,,,#003e51,,,,,,,,
2019,12,5,,,,,,5 December 2019,Aliyev calls for snap parliamentary elections,"Azerbaijani President Ilham Aliyev moved up parliamentary polls to 9 February from November 2020, amid a shake up in his administration.",,,,,,,#003e51,,,,,,,,
2019,12,6,,,,,,6 December 2019,Armenian officials make rare visit to Baku,"In a rare visit to Baku, Armenian officials attended a meeting of member states of the Transport Corridor Europe-Caucasus-Asia (TRACECA).",,,,,,,#003e51,,,,,,,,
2019,12,12,,,,,,12 December 2019,U.S. Senate recognises Armenian genocide,The U.S. Senate unanimously passed a resolution that recognises the mass killings of Armenians a century ago.,,,,,,,#003e51,,,,,,,,
2019,12,27,,,,,,27 December 2019,Armenia receives new Russian fighter jets,Armenia received the first delivery of Su-30SM fighter jets purchased from Russia.,,,,,,,#003e51,,,,,,,,
2020,1,28,2020,1,30,,,28-30 January 2020,FMs hold 3 days of talks,"Armenia and Azerbaijan's foreign ministers held three days of talks over Nagorno-Karabakh. They discussed confidence-building measures and ways to advance the settlement process. The OSCE Co-Chairs called in a joint statement ""for the need for creativity and a spirit of compromise to achieve a fair and lasting peace"".",https://icg-prod.s3.amazonaws.com/NK%20VE%2028-30%20Jan%20.jpeg,Foreign Ministry of Armenia,,https://icg-prod.s3.amazonaws.com/NK%20VE%2028-30%20Jan%20.jpeg,,,#003e51,,,,,,,,
2020,2,9,,,,,,9 February 2020,Azerbaijan's ruling party wins snap parliamentary poll,"Azerbaijan's ruling Yeni Azerbaijan party and smaller parties loyal to President Ilham Aliyev won the majority of seats in snap parliamentary elections on February 9, early election results showed. International monitors found widespread procedural violations in the vote counting.",,,,,,,#003e51,,,,,,,,
